iso_code,country,year,renewables_share_energy,fossil_share_energy,coal_share_energy,oil_share_energy,gas_share_energy
USA,United States,1980,4.19,92.261,20.758,45.7,25.802
USA,United States,1981,4.114,91.914,22.064,43.903,25.948
USA,United States,1982,4.983,90.72,22.167,43.393,25.16
USA,United States,1983,5.393,90.128,23.082,43.353,23.692
USA,United States,1984,5.066,90.181,23.579,42.533,24.069
USA,United States,1985,4.533,89.888,24.199,42.469,23.22
USA,United States,1986,4.661,89.373,23.68,44.128,21.564
USA,United States,1987,4.017,89.639,23.896,43.568,22.175
USA,United States,1988,3.495,89.482,23.914,43.391,22.177
USA,United States,1989,4.106,89.005,23.633,42.358,23.013
USA,United States,1990,4.516,87.995,23.701,41.335,22.958
USA,United States,1991,4.519,87.517,23.51,40.514,23.494
USA,United States,1992,4.083,87.992,23.32,40.741,23.931
USA,United States,1993,4.377,87.967,23.692,40.252,24.022
USA,United States,1994,4.076,88.035,23.351,40.54,24.143
USA,United States,1995,4.551,87.328,23.069,39.595,24.664
USA,United States,1996,4.791,87.336,23.332,39.708,24.296
USA,United States,1997,4.884,87.836,23.646,39.933,24.258
USA,United States,1998,4.489,87.76,23.725,40.34,23.695
USA,United States,1999,4.383,87.384,23.277,40.742,23.364
USA,United States,2000,3.856,87.81,23.768,40.284,23.758
USA,United States,2001,3.287,88.059,23.616,41.193,23.25
USA,United States,2002,3.851,87.563,23.277,40.618,23.668
USA,United States,2003,4.012,87.655,23.64,41.108,22.907
USA,United States,2004,3.944,87.665,23.333,41.777,22.554
USA,United States,2005,4.055,87.693,23.669,41.828,22.196
USA,United States,2006,4.502,87.169,23.494,41.625,22.051
USA,United States,2007,4.222,87.409,23.479,40.793,23.136
USA,United States,2008,4.833,86.656,23.693,39.058,23.905
USA,United States,2009,5.601,85.574,21.922,38.955,24.696
USA,United States,2010,5.642,85.799,22.443,38.277,25.079
USA,United States,2011,6.653,84.934,21.37,37.864,25.7
USA,United States,2012,6.652,84.978,19.402,37.983,27.594
USA,United States,2013,6.888,84.818,19.611,37.598,27.608
USA,United States,2014,7.015,84.734,19.364,37.458,27.911
USA,United States,2015,7.219,84.492,16.89,38.591,29.011
USA,United States,2016,7.993,83.681,15.475,38.937,29.269
USA,United States,2017,8.755,82.997,15.002,39.185,28.809
USA,United States,2018,8.64,83.423,13.856,38.697,30.87
USA,United States,2019,8.967,83.053,11.922,38.929,32.202
USA,United States,2020,10.123,81.489,10.444,36.916,34.129
USA,United States,2021,10.116,82.05,11.383,38.25,32.418
USA,United States,2022,10.875,81.552,10.448,37.69,33.414
USA,United States,2023,11.212,81.147,8.739,38.285,34.123
UZB,Uzbekistan,1985,3.244,96.756,3.721,26.085,66.951
UZB,Uzbekistan,1986,2.81,97.19,4.291,27.144,65.755
UZB,Uzbekistan,1987,3.956,96.044,3.434,26.496,66.113
UZB,Uzbekistan,1988,4.159,95.841,3.753,27.33,64.758
UZB,Uzbekistan,1989,3.084,96.916,4.085,26.731,66.099
UZB,Uzbekistan,1990,3.562,96.438,4.093,25.104,67.241
UZB,Uzbekistan,1991,3.278,96.722,3.8,24.173,68.749
UZB,Uzbekistan,1992,3.602,96.398,3.154,20.349,72.896
UZB,Uzbekistan,1993,4.049,95.951,2.462,17.239,76.25
UZB,Uzbekistan,1994,3.981,96.019,2.514,15.18,78.325
UZB,Uzbekistan,1995,3.398,96.602,2.051,15.314,79.237
UZB,Uzbekistan,1996,3.479,96.521,1.86,14.552,80.109
UZB,Uzbekistan,1997,3.104,96.896,1.863,15.85,79.183
UZB,Uzbekistan,1998,3.093,96.907,1.867,15.566,79.474
UZB,Uzbekistan,1999,2.725,97.275,1.664,13.521,82.09
UZB,Uzbekistan,2000,2.75,97.25,1.853,13.421,81.975
UZB,Uzbekistan,2001,2.793,97.207,1.55,13.219,82.438
UZB,Uzbekistan,2002,2.778,97.222,1.61,12.796,82.816
UZB,Uzbekistan,2003,3.532,96.468,1.388,12.555,82.525
UZB,Uzbekistan,2004,3.172,96.828,1.867,12.008,82.954
UZB,Uzbekistan,2005,3.298,96.702,1.754,11.227,83.721
UZB,Uzbekistan,2006,2.986,97.014,2.042,12.299,82.673
UZB,Uzbekistan,2007,3.086,96.914,1.655,11.089,84.169
UZB,Uzbekistan,2008,2.215,97.785,2.226,11.109,84.45
UZB,Uzbekistan,2009,3.253,96.747,2.117,10.377,84.253
UZB,Uzbekistan,2010,4.069,95.931,1.761,10.158,84.012
UZB,Uzbekistan,2011,2.7,97.3,1.8,9.241,86.259
UZB,Uzbekistan,2012,3.02,96.98,2.465,9.269,85.246
UZB,Uzbekistan,2013,2.945,97.055,3.667,8.633,84.755
UZB,Uzbekistan,2014,2.785,97.215,3.252,8.06,85.904
UZB,Uzbekistan,2015,2.827,97.173,2.742,8.478,85.953
UZB,Uzbekistan,2016,3.319,96.681,3.361,9.935,83.385
UZB,Uzbekistan,2017,3.698,96.302,3.074,9.751,83.477
UZB,Uzbekistan,2018,2.73,97.27,4.391,10.368,82.512
UZB,Uzbekistan,2019,2.96,97.04,3.856,10.95,82.235
UZB,Uzbekistan,2020,2.293,97.707,5.317,11.456,80.934
UZB,Uzbekistan,2021,2.167,97.833,4.488,10.882,82.463
UZB,Uzbekistan,2022,2.387,97.613,5.016,11.089,81.508
UZB,Uzbekistan,2023,3.104,96.896,7.537,11.043,78.315
VEN,Venezuela,1980,8.933,91.067,0.402,54.436,36.23
VEN,Venezuela,1981,8.906,91.094,0.382,55.599,35.112
VEN,Venezuela,1982,9.155,90.845,0.214,53.89,36.742
VEN,Venezuela,1983,10.503,89.497,0.301,52.857,36.339
VEN,Venezuela,1984,11.551,88.449,0.323,48.677,39.449
VEN,Venezuela,1985,12.589,87.411,0.417,48.509,38.485
VEN,Venezuela,1986,13.021,86.979,0.431,47.102,39.446
VEN,Venezuela,1987,16.005,83.995,0.568,44.884,38.543
VEN,Venezuela,1988,17.051,82.949,0.397,44.646,37.906
VEN,Venezuela,1989,17.139,82.861,1.08,43.181,38.6
VEN,Venezuela,1990,17.21,82.79,0.902,41.043,40.845
VEN,Venezuela,1991,20.633,79.367,0.0,38.825,40.542
VEN,Venezuela,1992,20.228,79.772,0.007,42.802,36.964
VEN,Venezuela,1993,20.538,79.462,0.052,39.085,40.326
VEN,Venezuela,1994,20.434,79.566,0.093,40.184,39.289
VEN,Venezuela,1995,19.9,80.1,0.008,37.587,42.505
VEN,Venezuela,1996,21.392,78.608,0.027,31.383,47.198
VEN,Venezuela,1997,21.523,78.477,0.054,32.121,46.302
VEN,Venezuela,1998,21.702,78.298,0.056,29.828,48.413
VEN,Venezuela,1999,23.347,76.653,0.059,34.395,42.199
VEN,Venezuela,2000,22.962,77.038,0.202,36.092,40.744
VEN,Venezuela,2001,20.705,79.295,0.071,38.49,40.734
VEN,Venezuela,2002,20.257,79.743,0.026,40.543,39.173
VEN,Venezuela,2003,22.8,77.2,0.069,38.426,38.704
VEN,Venezuela,2004,23.593,76.407,0.0,37.237,39.17
VEN,Venezuela,2005,24.798,75.202,0.052,38.731,36.42
VEN,Venezuela,2006,23.661,76.339,0.313,38.042,37.984
VEN,Venezuela,2007,22.963,77.037,0.168,38.118,38.751
VEN,Venezuela,2008,23.217,76.783,0.166,41.201,35.415
VEN,Venezuela,2009,22.612,77.388,0.277,42.769,34.342
VEN,Venezuela,2010,21.151,78.849,0.246,45.477,33.126
VEN,Venezuela,2011,21.631,78.369,0.24,44.667,33.462
VEN,Venezuela,2012,20.228,79.772,0.236,46.302,33.235
VEN,Venezuela,2013,20.392,79.608,0.239,47.8,31.57
VEN,Venezuela,2014,20.501,79.499,0.229,45.242,34.027
VEN,Venezuela,2015,19.806,80.194,0.224,41.276,38.693
VEN,Venezuela,2016,18.015,81.985,0.203,39.452,42.331
VEN,Venezuela,2017,20.355,79.645,0.174,34.667,44.803
VEN,Venezuela,2018,22.65,77.35,0.168,33.116,44.066
VEN,Venezuela,2019,24.05,75.95,0.135,36.276,39.539
VEN,Venezuela,2020,32.081,67.919,0.118,26.12,41.68
VEN,Venezuela,2021,28.157,71.843,0.093,24.485,47.265
VEN,Venezuela,2022,26.484,73.516,0.295,27.519,45.702
VEN,Venezuela,2023,25.759,74.241,0.335,30.759,43.147
VNM,Vietnam,1980,7.671,92.329,49.081,43.248,0.0
VNM,Vietnam,1981,7.751,92.249,54.527,37.543,0.179
VNM,Vietnam,1982,7.511,92.489,56.445,35.726,0.318
VNM,Vietnam,1983,5.626,94.374,54.276,39.051,1.047
VNM,Vietnam,1984,7.299,92.701,53.916,37.881,0.904
VNM,Vietnam,1985,6.684,93.316,53.124,39.635,0.558
VNM,Vietnam,1986,5.87,94.13,53.975,39.618,0.536
VNM,Vietnam,1987,5.126,94.874,53.42,40.978,0.476
VNM,Vietnam,1988,6.643,93.357,50.11,42.887,0.361
VNM,Vietnam,1989,15.016,84.984,42.458,42.077,0.449
VNM,Vietnam,1990,19.581,80.419,33.944,45.969,0.507
VNM,Vietnam,1991,22.676,77.324,32.268,44.158,0.898
VNM,Vietnam,1992,23.761,76.239,29.633,44.207,2.398
VNM,Vietnam,1993,22.917,77.083,25.104,49.48,2.499
VNM,Vietnam,1994,23.82,76.18,24.827,49.115,2.238
VNM,Vietnam,1995,23.467,76.533,28.752,46.659,1.121
VNM,Vietnam,1996,23.225,76.775,28.01,46.837,1.928
VNM,Vietnam,1997,19.526,80.474,31.164,46.219,3.09
VNM,Vietnam,1998,17.158,82.842,30.86,47.147,4.835
VNM,Vietnam,1999,20.617,79.383,22.358,50.265,6.76
VNM,Vietnam,2000,19.107,80.893,25.78,47.814,7.299
VNM,Vietnam,2001,21.061,78.939,24.952,45.907,8.08
VNM,Vietnam,2002,19.066,80.934,26.027,46.05,8.857
VNM,Vietnam,2003,18.345,81.655,28.098,45.436,8.12
VNM,Vietnam,2004,14.008,85.992,30.124,44.222,11.646
VNM,Vietnam,2005,12.158,87.842,29.638,41.265,16.939
VNM,Vietnam,2006,15.766,84.234,19.851,44.254,20.129
VNM,Vietnam,2007,16.349,83.651,19.897,45.112,18.642
VNM,Vietnam,2008,15.182,84.818,30.538,38.296,15.984
VNM,Vietnam,2009,17.054,82.946,28.039,38.201,16.706
VNM,Vietnam,2010,13.931,86.069,31.618,37.503,16.948
VNM,Vietnam,2011,18.079,81.921,34.175,33.881,13.864
VNM,Vietnam,2012,22.488,77.512,30.579,32.188,14.745
VNM,Vietnam,2013,22.935,77.065,30.936,31.572,14.557
VNM,Vietnam,2014,22.221,77.779,33.862,30.108,13.808
VNM,Vietnam,2015,17.797,82.203,38.074,31.293,12.836
VNM,Vietnam,2016,18.653,81.347,38.122,31.404,11.821
VNM,Vietnam,2017,23.117,76.883,35.244,31.469,10.171
VNM,Vietnam,2018,19.655,80.345,41.243,30.037,9.064
VNM,Vietnam,2019,14.914,85.086,48.525,28.335,8.226
VNM,Vietnam,2020,17.276,82.724,50.168,25.283,7.273
VNM,Vietnam,2021,22.16,77.84,48.0,23.875,5.966
VNM,Vietnam,2022,25.312,74.688,42.1,26.466,6.121
VNM,Vietnam,2023,21.388,78.612,46.619,26.683,5.309
